query_id	P_100
1	0.1100
3	0.0900
4	0.0700
5	0.0000
6	0.2300
7	0.2200
8	0.0000
9	0.1800
10	0.0100
11	0.1400
12	0.0400
13	0.1100
14	0.0500
15	0.0000
16	0.0000
17	0.0000
18	0.0100
19	0.0500
20	0.2900
21	0.1400
23	0.0000
24	0.0000
25	0.1600
26	0.0200
27	0.0300
28	0.0400
29	0.0200
30	0.0000
31	0.0100
32	0.0000
33	0.0000
34	0.0000
35	0.0100
36	0.0200
37	0.0000
38	0.0300
39	0.0000
40	0.1600
41	0.0000
42	0.0300
44	0.0000
45	0.0000
46	0.0000
47	0.0100
48	0.0000
49	0.0000
50	0.0000
52	0.3700
53	0.4900
54	0.2400
55	0.0000
56	0.4000
57	0.6500
58	0.7300
59	0.1500
60	0.0000
61	0.2000
62	0.2200
63	0.0000
65	0.0000
66	0.0000
67	0.0300
68	0.0600
69	0.0600
70	0.0900
71	0.0800
72	0.0200
73	0.0100
74	0.0300
76	0.0000
77	0.0000
79	0.0000
80	0.1300
81	0.1500
82	0.0000
83	0.0000
84	0.0000
85	0.2700
86	0.0300
87	0.0100
88	0.0900
89	0.0700
90	0.1400
91	0.0000
92	0.0400
93	0.0000
94	0.0100
95	0.0100
96	0.0000
97	0.3000
98	0.2900
99	0.7200
100	0.0600
101	0.0800
102	0.1000
103	0.0000
104	0.0000
105	0.0000
106	0.0000
107	0.0000
108	0.0200
109	0.0000
110	0.3900
111	0.2400
112	0.0000
113	0.0000
114	0.0600
115	0.0000
116	0.0000
117	0.3900
118	0.0000
119	0.0000
120	0.0200
121	0.0300
122	0.2600
123	0.5800
124	0.3100
125	0.1100
126	0.0000
127	0.0100
128	0.0200
129	0.4200
130	0.0700
131	0.0100
132	0.8300
133	0.0300
134	0.0500
135	0.4800
137	0.4500
138	0.0000
139	0.0400
140	0.0500
141	0.1000
142	0.3600
143	0.1500
144	0.0000
145	0.1300
146	0.4400
147	0.0100
148	0.1700
149	0.0000
150	0.2800
